"Amlodipina + Olmesartan medoxomilo";"Sevikar";"Comprimido revestido por película";"5 mg + 40 mg";"Autorizado";"N";"Daiichi Sankyo Portugal,Lda.";
"Amlodipina + Olmesartan medoxomilo";"Zolnor";"Comprimido revestido por película";"10 mg + 40 mg";"Autorizado";"N";"Menarini International Operations Luxembourg, S.A.";
"Amlodipina + Olmesartan medoxomilo";"Zolnor";"Comprimido revestido por película";"5 mg + 20 mg";"Autorizado";"N";"Menarini International Operations Luxembourg, S.A.";
"Amlodipina + Olmesartan medoxomilo";"Zolnor";"Comprimido revestido por película";"5 mg + 40 mg";"Autorizado";"N";"Menarini International Operations Luxembourg, S.A.";
"Amlodipina + Olmesartan medoxomilo + Hidroclorotiazida";"Sevikar HCT";"Comprimido revestido por película";"10 mg + 40 mg + 12.5 mg";"Autorizado";"N";"Daiichi Sankyo Portugal,Lda.";
"Amlodipina + Olmesartan medoxomilo + Hidroclorotiazida";"Sevikar HCT";"Comprimido revestido por película";"10 mg + 40 mg + 25 mg";"Autorizado";"N";"Daiichi Sankyo Portugal,Lda.";
"Amlodipina + Olmesartan medoxomilo + Hidroclorotiazida";"Sevikar HCT";"Comprimido revestido por película";"5 mg + 20 mg + 12.5 mg";"Autorizado";"N";"Daiichi Sankyo Portugal,Lda.";
"Amlodipina + Olmesartan medoxomilo + Hidroclorotiazida";"Sevikar HCT";"Comprimido revestido por película";"5 mg + 40 mg + 12.5 mg";"Autorizado";"N";"Daiichi Sankyo Portugal,Lda.";
"Amlodipina + Olmesartan medoxomilo + Hidroclorotiazida";"Sevikar HCT";"Comprimido revestido por película";"5 mg + 40 mg + 25 mg";"Autorizado";"N";"Daiichi Sankyo Portugal,Lda.";
"Amlodipina + Olmesartan medoxomilo + Hidroclorotiazida";"Zolnor HCT";"Comprimido revestido por película";"10 mg + 40 mg + 12.5 mg";"Autorizado";"N";"Menarini International Operations Luxembourg, S.A.";
"Amlodipina + Olmesartan medoxomilo + Hidroclorotiazida";"Zolnor HCT";"Comprimido revestido por película";"10 mg + 40 mg + 25 mg";"Autorizado";"N";"Menarini International Operations Luxembourg, S.A.";
"Amlodipina + Olmesartan medoxomilo + Hidroclorotiazida";"Zolnor HCT";"Comprimido revestido por película";"5 mg + 20 mg + 12.5 mg";"Autorizado";"N";"Menarini International Operations Luxembourg, S.A.";
"Amlodipina + Olmesartan medoxomilo + Hidroclorotiazida";"Zolnor HCT";"Comprimido revestido por película";"5 mg + 40 mg + 12.5 mg";"Autorizado";"N";"Menarini International Operations Luxembourg, S.A.";
"Amlodipina + Olmesartan medoxomilo + Hidroclorotiazida";"Zolnor HCT";"Comprimido revestido por película";"5 mg + 40 mg + 25 mg";"Autorizado";"N";"Menarini International Operations Luxembourg, S.A.";
"Amlodipina + Telmisartan";"Amlodipina + Telmisartan Zentiva";"Comprimido";"10 mg + 40 mg";"Autorizado";"N";"Sanofi - Produtos Farmacêuticos, Lda.";
"Amlodipina + Telmisartan";"Amlodipina + Telmisartan Zentiva";"Comprimido";"10 mg + 80 mg";"Autorizado";"N";"Sanofi - Produtos Farmacêuticos, Lda.";
"Amlodipina + Telmisartan";"Amlodipina + Telmisartan Zentiva";"Comprimido";"5 mg + 80 mg";"Autorizado";"N";"Sanofi - Produtos Farmacêuticos, Lda.";
"Amlodipina + Telmisartan";"Onduarp";"Comprimido";"10 mg + 40 mg";"Autorizado";"N";"Boehringer Ingelheim International GmbH";
"Amlodipina + Telmisartan";"Onduarp";"Comprimido";"10 mg + 80 mg";"Autorizado";"N";"Boehringer Ingelheim International GmbH";
"Amlodipina + Telmisartan";"Onduarp";"Comprimido";"5 mg + 40 mg";"Autorizado";"N";"Boehringer Ingelheim International GmbH";
"Amlodipina + Telmisartan";"Onduarp";"Comprimido";"5 mg + 80 mg";"Autorizado";"N";"Boehringer Ingelheim International GmbH";
"Amlodipina + Telmisartan";"Twynsta";"Comprimido";"10 mg + 40 mg";"Autorizado";"N";"Boehringer Ingelheim International GmbH";
"Amlodipina + Telmisartan";"Twynsta";"Comprimido";"10 mg + 80 mg";"Autorizado";"N";"Boehringer Ingelheim International GmbH";
"Amlodipina + Telmisartan";"Twynsta";"Comprimido";"5 mg + 40 mg";"Autorizado";"N";"Boehringer Ingelheim International GmbH";
"Amlodipina + Telmisartan";"Twynsta";"Comprimido";"5 mg + 80 mg";"Autorizado";"N";"Boehringer Ingelheim International GmbH";
"Amlodipina + Valsartan";"Copalia";"Comprimido revestido por película";"10 mg + 160 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Amlodipina + Valsartan";"Copalia";"Comprimido revestido por película";"5 mg + 160 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Amlodipina + Valsartan";"Copalia";"Comprimido revestido por película";"5 mg + 80 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Amlodipina + Valsartan";"Dafiro";"Comprimido revestido por película";"10 mg + 160 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Amlodipina + Valsartan";"Dafiro";"Comprimido revestido por película";"5 mg + 160 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Amlodipina + Valsartan";"Dafiro";"Comprimido revestido por película";"5 mg + 80 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Amlodipina + Valsartan";"Exforge";"Comprimido revestido por película";"10 mg + 160 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Amlodipina + Valsartan";"Exforge";"Comprimido revestido por película";"5 mg + 160 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Amlodipina + Valsartan";"Exforge";"Comprimido revestido por película";"5 mg + 80 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Amlodipina + Valsartan";"Imprida";"Comprimido revestido por película";"10 mg + 160 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Amlodipina + Valsartan";"Imprida";"Comprimido revestido por película";"5 mg + 160 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Amlodipina + Valsartan";"Imprida";"Comprimido revestido por película";"5 mg + 80 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Amlodipina + Valsartan + Hidroclorotiazida";"Copalia HCT";"Comprimido revestido por película";"10 mg + 160 mg + 12.5 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Amlodipina + Valsartan + Hidroclorotiazida";"Copalia HCT";"Comprimido revestido por película";"10 mg + 160 mg + 25 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Amlodipina + Valsartan + Hidroclorotiazida";"Copalia HCT";"Comprimido revestido por película";"10 mg + 320 mg + 25 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Amlodipina + Valsartan + Hidroclorotiazida";"Copalia HCT";"Comprimido revestido por película";"5 mg + 160 mg + 12.5 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Amlodipina + Valsartan + Hidroclorotiazida";"Copalia HCT";"Comprimido revestido por película";"5 mg + 160 mg + 25 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Amlodipina + Valsartan + Hidroclorotiazida";"Dafiro HCT";"Comprimido revestido por película";"10 mg + 160 mg + 12.5 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Amlodipina + Valsartan + Hidroclorotiazida";"Dafiro HCT";"Comprimido revestido por película";"10 mg + 160 mg + 25 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Amlodipina + Valsartan + Hidroclorotiazida";"Dafiro HCT";"Comprimido revestido por película";"10 mg + 320 mg + 25 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Amlodipina + Valsartan + Hidroclorotiazida";"Dafiro HCT";"Comprimido revestido por película";"5 mg + 160 mg + 12.5 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Amlodipina + Valsartan + Hidroclorotiazida";"Dafiro HCT";"Comprimido revestido por película";"5 mg + 160 mg + 25 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Amlodipina + Valsartan + Hidroclorotiazida";"Exforge HCT";"Comprimido revestido por película";"10 mg + 160 mg + 12.5 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Amlodipina + Valsartan + Hidroclorotiazida";"Exforge HCT";"Comprimido revestido por película";"10 mg + 160 mg + 25 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Amlodipina + Valsartan + Hidroclorotiazida";"Exforge HCT";"Comprimido revestido por película";"10 mg + 320 mg + 25 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Amlodipina + Valsartan + Hidroclorotiazida";"Exforge HCT";"Comprimido revestido por película";"5 mg + 160 mg + 12.5 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Amlodipina + Valsartan + Hidroclorotiazida";"Exforge HCT";"Comprimido revestido por película";"5 mg + 160 mg + 25 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Amorolfina";"Amorolfina Ciclum";"Verniz para as unhas medicamentoso";"50 mg/ml";"Autorizado";"S";"Ciclum Farma Unipessoal, Lda.";
"Amorolfina";"Amorolfina Generis";"Verniz para as unhas medicamentoso";"50 mg/ml";"Autorizado";"S";"Generis Farmacêutica, S.A.";
"Amorolfina";"Amorolfina Ikaria";"Verniz para as unhas medicamentoso";"50 mg/ml";"Autorizado";"S";"Bluepharma Genéricos - Comércio de Medicamentos, S.A.";
"Amorolfina";"Amorolfina Mylan";"Verniz para as unhas medicamentoso";"50 mg/ml";"Autorizado";"S";"   Mylan, Lda.";
"Amorolfina";"Amorolfina Pierre Fabre";"Verniz para as unhas medicamentoso";"50 mg/ml";"Autorizado";"S";"Pierre Fabre Dermo-Cosmétique Portugal, Lda.";
"Amorolfina";"Amorolfina Teva";"Verniz para as unhas medicamentoso";"50 mg/ml";"Autorizado";"S";"Teva Pharma - Produtos Farmacêuticos, Lda.";
"Amorolfina";"Amorolfina Zentiva";"Verniz para as unhas medicamentoso";"50 mg/ml";"Autorizado";"S";"Sanofi - Produtos Farmacêuticos, Lda.";
"Amorolfina";"Amorolfina ratiopharm";"Verniz para as unhas medicamentoso";"50 mg/ml";"Autorizado";"S";"Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.";
"Amorolfina";"Locetar";"Creme";"2.5 mg/g";"Autorizado";"N";"Laboratorios Galderma S.A. - Sucursal em Portugal";
"Amorolfina";"Locetar EF";"Verniz para as unhas medicamentoso";"50 mg/ml";"Autorizado";"N";"Laboratorios Galderma S.A. - Sucursal em Portugal";
"Amorolfina";"Sinibal";"Verniz para as unhas medicamentoso";"50 mg/ml";"Autorizado";"N";"Laboratórios Atral, S.A.";
"Amorolfina";"Unglyfol";"Verniz para as unhas medicamentoso";"50 mg/ml";"Autorizado";"N";"S.F.D. - Sociedade Farmacêutica de Desenvolvimento, Lda.";
"Amoxicilina";"Amoxicilina Cinfa";"Cápsula";"500 mg";"Autorizado";"S";"Cinfa Portugal,Lda.";
"Amoxicilina";"Amoxicilina Generis";"Comprimido revestido";"1000 mg";"Autorizado";"S";"Generis Farmacêutica, S.A.";
"Amoxicilina";"Amoxicilina Generis";"Pó para suspensão oral";"250 mg/5 ml";"Autorizado";"S";"Generis Farmacêutica, S.A.";
"Amoxicilina";"Amoxicilina Generis";"Pó para suspensão oral";"500 mg/5 ml";"Autorizado";"S";"Generis Farmacêutica, S.A.";
"Amoxicilina";"Amoxicilina Generis 500 mg Cápsulas";"Cápsula";"500 mg";"Autorizado";"S";"Generis Farmacêutica, S.A.";
"Amoxicilina";"Amoxicilina Labesfal";"Comprimido";"1000 mg";"Autorizado";"N";"Labesfal Genéricos, S.A";
"Amoxicilina";"Amoxicilina Labesfal";"Cápsula";"500 mg";"Autorizado";"N";"Labesfal Genéricos, S.A";
"Amoxicilina";"Amoxicilina Labesfal";"Pó para suspensão oral";"250 mg/5 ml";"Autorizado";"N";"Labesfal Genéricos, S.A";
"Amoxicilina";"Amoxicilina Labesfal";"Pó para suspensão oral";"500 mg/5 ml";"Autorizado";"N";"Labesfal Genéricos, S.A";
"Amoxicilina";"Amoxicilina Sandoz";"Comprimido dispersível";"1000 mg";"Autorizado";"S";"Sandoz Farmacêutica, Lda.";
"Amoxicilina";"Amoxicilina Sandoz 250 mg/5 ml Pó para suspensão oral";"Pó para suspensão oral";"250 mg/5 ml";"Autorizado";"S";"Sandoz Farmacêutica, Lda.";
"Amoxicilina";"Amoxicilina Sandoz 500 mg/5 ml Pó para suspensão oral";"Pó para suspensão oral";"500 mg/5 ml";"Autorizado";"S";"Sandoz Farmacêutica, Lda.";
"Amoxicilina";"Amoxil";"Pó e solvente para solução injetável";"1000 mg/20 ml";"Autorizado";"N";"   Labesfal - Laboratórios Almiro, S.A.";
"Amoxicilina";"Amoxil";"Pó e solvente para solução injetável";"1000 mg/5 ml";"Autorizado";"N";"   Labesfal - Laboratórios Almiro, S.A.";
"Amoxicilina";"Amoxil";"Pó e solvente para solução injetável";"500 mg/10 ml";"Autorizado";"N";"   Labesfal - Laboratórios Almiro, S.A.";
"Amoxicilina";"Amoxil";"Pó e solvente para solução injetável";"500 mg/5 ml";"Autorizado";"N";"   Labesfal - Laboratórios Almiro, S.A.";
"Amoxicilina";"Amplamox";"Comprimido";"1000 mg";"Autorizado";"N";"Tecnifar - Indústria Técnica Farmacêutica, S.A.";
"Amoxicilina";"Amplamox";"Cápsula";"500 mg";"Autorizado";"N";"Tecnifar - Indústria Técnica Farmacêutica, S.A.";
"Amoxicilina";"Amplamox";"Pó para suspensão oral";"250 mg/5 ml";"Autorizado";"N";"Tecnifar - Indústria Técnica Farmacêutica, S.A.";
"Amoxicilina";"Amplamox";"Pó para suspensão oral";"500 mg/5 ml";"Autorizado";"N";"Tecnifar - Indústria Técnica Farmacêutica, S.A.";
"Amoxicilina";"Cipamox";"Comprimido";"1000 mg";"Autorizado";"N";"Laboratórios Atral, S.A.";
"Amoxicilina";"Cipamox";"Cápsula";"500 mg";"Autorizado";"N";"Laboratórios Atral, S.A.";
"Amoxicilina";"Cipamox";"Pó para suspensão oral";"3000 mg";"Autorizado";"N";"Laboratórios Atral, S.A.";
"Amoxicilina";"Cipamox";"Pó para suspensão oral";"500 mg/5 ml";"Autorizado";"N";"Laboratórios Atral, S.A.";
"Amoxicilina";"Clamoxyl";"Comprimido dispersível";"1000 mg";"Autorizado";"N";"Beecham Portuguesa - Produtos Farmacêuticos e Químicos, Lda.";
"Amoxicilina";"Clamoxyl";"Cápsula";"500 mg";"Autorizado";"N";"Beecham Portuguesa - Produtos Farmacêuticos e Químicos, Lda.";
"Amoxicilina";"Clamoxyl";"Pó para suspensão oral";"250 mg/5 ml";"Autorizado";"N";"Beecham Portuguesa - Produtos Farmacêuticos e Químicos, Lda.";
"Amoxicilina";"Clamoxyl";"Pó para suspensão oral";"500 mg/5 ml";"Autorizado";"N";"Beecham Portuguesa - Produtos Farmacêuticos e Químicos, Lda.";
"Amoxicilina";"Flemoxin Solutab";"Comprimido";"1000 mg";"Autorizado";"N";"Astellas Farma, Lda.";
"Amoxicilina";"Flemoxin Solutab";"Comprimido";"500 mg";"Autorizado";"N";"Astellas Farma, Lda.";
"Amoxicilina";"Moxadent";"Comprimido";"1000 mg";"Autorizado";"N";"Laboratórios Vitória, S.A.";
"Amoxicilina";"Oraminax";"Comprimido";"1000 mg";"Autorizado";"N";"Laboratório B. A. Farma, Lda.";
"Amoxicilina";"Oraminax";"Cápsula";"500 mg";"Autorizado";"N";"Laboratório B. A. Farma, Lda.";
"Amoxicilina";"Oraminax";"Pó para suspensão oral";"250 mg/5 ml";"Autorizado";"N";"Laboratório B. A. Farma, Lda.";
"Amoxicilina";"Oraminax";"Pó para suspensão oral";"500 mg/5 ml";"Autorizado";"N";"Laboratório B. A. Farma, Lda.";
"Amoxicilina";"Ospamox 125 mg/5 ml";"Pó para suspensão oral";"125 mg/5 ml";"Autorizado";"N";"   Sandoz Farmacêutica, Lda.";
"Amoxicilina + Ácido clavulânico";"Amoclavam";"Comprimido revestido";"500 mg + 125 mg";"Autorizado";"N";"Sifauman - Produtos Farmacêuticos, Lda";
"Amoxicilina + Ácido clavulânico";"Amoclavam";"Pó para suspensão oral";"125 mg/5 ml + 31.25 mg/5 ml";"Autorizado";"N";"Sifauman - Produtos Farmacêuticos, Lda";
"Amoxicilina + Ácido clavulânico";"Amoclavam Forte";"Pó para suspensão oral";"250 mg/5 ml + 62.5 mg/5 ml";"Autorizado";"N";"Sifauman - Produtos Farmacêuticos, Lda";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Actavis";"Comprimido revestido por película";"500 mg + 125 mg";"Autorizado";"S";"Actavis Group PTC ehf.";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Actavis";"Comprimido revestido por película";"875 mg + 125 mg";"Autorizado";"S";"Actavis Group PTC ehf.";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Alter";"Comprimido revestido por película";"875 mg + 125 mg";"Autorizado";"S";"Alter, S.A.";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Aristo 875 mg + 125 mg comprimidos revestidos";"Comprimido revestido";"875 mg + 125 mg";"Autorizado";"S";"Aristo Pharma Iberia, SL";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Aurobindo";"Pó para suspensão oral";"400 mg/5 ml + 57 mg/5 ml";"Autorizado";"S";"Aurobindo Pharma (Portugal), Unipessoal Lda.";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Basi";"Comprimido revestido por película";"500 mg + 125 mg";"Autorizado";"S";"Laboratórios Basi - Indústria Farmacêutica, S.A";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Basi";"Comprimido revestido por película";"875 mg + 125 mg";"Autorizado";"S";"Laboratórios Basi - Indústria Farmacêutica, S.A";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Basi";"Pó e solvente para solução injetável";"500 mg/10 ml + 100 mg/10 ml";"Autorizado";"S";"Laboratórios Basi - Indústria Farmacêutica, S.A";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Basi";"Pó e solvente para solução injetável";"500 mg/10 ml + 50 mg/10 ml";"Autorizado";"S";"Laboratórios Basi - Indústria Farmacêutica, S.A";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Basi";"Pó para solução injetável";"500 mg + 100 mg";"Autorizado";"S";"Laboratórios Basi - Indústria Farmacêutica, S.A";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Basi";"Pó para solução injetável ou para perfusão";"1000 mg + 200 mg";"Autorizado";"S";"Laboratórios Basi - Indústria Farmacêutica, S.A";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Basi";"Pó para solução injetável ou para perfusão";"500 mg + 50 mg";"Autorizado";"S";"Laboratórios Basi - Indústria Farmacêutica, S.A";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Basi";"Pó para solução para perfusão";"1000 mg + 100 mg";"Autorizado";"S";"Laboratórios Basi - Indústria Farmacêutica, S.A";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Basi";"Pó para solução para perfusão";"2000 mg + 200 mg";"Autorizado";"S";"Laboratórios Basi - Indústria Farmacêutica, S.A";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Basi";"Pó para suspensão oral";"250 mg/5 ml + 62.5 mg/5 ml";"Autorizado";"S";"Laboratórios Basi - Indústria Farmacêutica, S.A";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Basi";"Pó para suspensão oral";"400 mg/5 ml + 57 mg/5 ml";"Autorizado";"S";"Laboratórios Basi - Indústria Farmacêutica, S.A";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Biochemie  250 e 62,5 mg";"Pó para suspensão oral";"250 mg/5 ml + 62.5 mg/5 ml";"Autorizado";"S";"   Biochemie GmbH";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Biochemie 125 e 31,25 mg";"Pó para suspensão oral";"125 mg/5 ml + 31.25 mg/5 ml";"Autorizado";"S";"   Biochemie GmbH";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Bluepharma";"Comprimido revestido por película";"500 mg + 125 mg";"Autorizado";"S";"Bluepharma Genéricos - Comércio de Medicamentos, S.A.";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Bluepharma";"Comprimido revestido por película";"875 mg + 125 mg";"Autorizado";"S";"Bluepharma Genéricos - Comércio de Medicamentos, S.A.";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Brown";"Pó para suspensão oral";"200 mg/5 ml + 28.5 mg/5 ml";"Autorizado";"S";"Brown & Burk UK, Ltd.";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Brown";"Pó para suspensão oral";"400 mg/5 ml + 57 mg/5 ml";"Autorizado";"S";"Brown & Burk UK, Ltd.";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Cinfa 875 mg + 125 mg Comprimidos";"Comprimido revestido";"875 mg + 125 mg";"Autorizado";"S";"Cinfa Portugal,Lda.";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Clavepen DT 875 mg+125 mg Comprimidos Revestidos";"Comprimido revestido por película";"875 mg + 125 mg";"Autorizado";"S";"Labesfal Genéricos, S.A";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Combino";"Pó para solução injetável ou para perfusão";"1000 mg + 200 mg";"Autorizado";"S";"Accord Healthcare Limited";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Combino";"Pó para solução injetável ou para perfusão";"500 mg + 50 mg";"Autorizado";"S";"Accord Healthcare Limited";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Combino";"Pó para solução para perfusão";"2000 mg + 200 mg";"Autorizado";"S";"Accord Healthcare Limited";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico GP 875 mg + 125 mg Comprimidos";"Comprimido";"875 mg + 125 mg";"Autorizado";"S";"GP - Genéricos Portugueses, Lda.";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Generis";"Pó para solução injetável";"1000 mg + 200 mg";"Autorizado";"S";"Generis Farmacêutica, S.A.";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Generis";"Pó para solução para perfusão";"2000 mg + 200 mg";"Autorizado";"S";"Generis Farmacêutica, S.A.";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Generis 50 mg/ml + 12.5 mg/ml Pó Suspensão Oral";"Pó para suspensão oral";"250 mg/5 ml + 62.5 mg/5 ml";"Autorizado";"S";"Generis Farmacêutica, S.A.";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Generis 500 mg + 125 mg Comprimidos Revestidos";"Comprimido revestido por película";"500 mg + 125 mg";"Autorizado";"S";"Generis Farmacêutica, S.A.";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Generis 80 mg/ml + 11.4mg/ml Pó Suspensão Oral";"Pó para suspensão oral";"400 mg/5 ml + 57 mg/5 ml";"Autorizado";"S";"Generis Farmacêutica, S.A.";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Generis 875 mg + 125 mg Comprimidos Revestidos";"Comprimido revestido por película";"875 mg + 125 mg";"Autorizado";"S";"Generis Farmacêutica, S.A.";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Hikma 1000 mg + 200 mg Pó para sol injectável";"Pó para solução injetável";"1000 mg + 200 mg";"Autorizado";"S";"Hikma Farmacêutica (Portugal), S.A.";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Hikma 2000+200 mg Pó para Solução para Perfusão";"Pó para solução para perfusão";"2000 mg + 200 mg";"Autorizado";"S";"Hikma Farmacêutica (Portugal), S.A.";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Hikma 25 mg/ml + 6.25 mg/ml  Pó Suspensão Oral";"Pó para suspensão oral";"125 mg/5 ml + 31.25 mg/5 ml";"Autorizado";"S";"Hikma Farmacêutica (Portugal), S.A.";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Hikma 50 mg/ml + 12.5 mg/ml Pó Suspensão Oral";"Pó para suspensão oral";"250 mg/5 ml + 62.5 mg/5 ml";"Autorizado";"S";"Hikma Farmacêutica (Portugal), S.A.";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Hikma 500 + 125 mg comprimidos revestidos";"Comprimido revestido";"500 mg + 125 mg";"Autorizado";"S";"Hikma Farmacêutica (Portugal), S.A.";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Hikma 80 mg/ml + 11.4 mg/ml Pó Suspensão Oral";"Pó para suspensão oral";"400 mg/5 ml + 57 mg/5 ml";"Autorizado";"S";"Hikma Farmacêutica (Portugal), S.A.";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Hikma 875 mg + 125 mg comprimidos revestidos";"Comprimido revestido";"875 mg + 125 mg";"Autorizado";"S";"Hikma Farmacêutica (Portugal), S.A.";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Ibigen";"Pó para solução injetável ou para perfusão";"1000 mg + 200 mg";"Autorizado";"S";"Ibigen, S.r.l.";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Ibigen";"Pó para solução injetável ou para perfusão";"500 mg + 100 mg";"Autorizado";"S";"Ibigen, S.r.l.";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Ibigen";"Pó para solução para perfusão";"2000 mg + 200 mg";"Autorizado";"S";"Ibigen, S.r.l.";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Jaba 875 mg + 125 mg comprimidos revestidos";"Comprimido revestido";"875 mg + 125 mg";"Autorizado";"S";"Jaba Recordati, S. A.";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Kabi";"Pó para solução injetável ou para perfusão";"1000 mg + 100 mg";"Autorizado";"S";"Fresenius Kabi Pharma Portugal, Lda.";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Kabi";"Pó para solução injetável ou para perfusão";"1000 mg + 200 mg";"Autorizado";"S";"Fresenius Kabi Pharma Portugal, Lda.";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Kabi";"Pó para solução injetável ou para perfusão";"500 mg + 50 mg";"Autorizado";"S";"Fresenius Kabi Pharma Portugal, Lda.";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Kabi";"Pó para solução para perfusão";"2000 mg + 200 mg";"Autorizado";"S";"Fresenius Kabi Pharma Portugal, Lda.";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Labesfal 875 mg + 125 mg Comprimidos Revestidos";"Comprimido revestido por película";"875 mg + 125 mg";"Autorizado";"S";"Labesfal Genéricos, S.A";
"Amoxicilina + Ácido clavulânico";"Amoxicilina + Ácido Clavulânico Mepha";"Comprimido revestido por película";"875 mg + 125 mg";"Autorizado";"S";"Mepha - Investigação, Desenvolvimento e Fabricação Farmacêutica, Lda.";
